g801.Adom	Uncharacterized
g6536.Adom	Uncharacterized
g1816.Adom	CYP4
g1820.Adom	CYP4
g1848.Adom	CYP4
g1853.Adom	CYP4
g1933.Adom	CYP4
g1954.Adom	CYP4
g195.Adom	CYP3
g1965.Adom	CYP4
g196.Adom	CYP2
g83.Adom	CYP2
g1979.Adom	CYP2
g1992.Adom	CYP3
g2007.Adom	CYP2
g5977.Adom	CYP4
g2036.Adom	CYP3
g2065.Adom	CYPR
g212.Adom	Uncharacterized
g2088.Adom	CYPM
g2151.Adom	Uncharacterized
g221.Adom	CYP2
g31.Adom	Uncharacterized
g2234.Adom	CYP3
g228.Adom	CYP2
g2324.Adom	CYP4
g260.Adom	Uncharacterized
g2487.Adom	Uncharacterized
g2727.Adom	Uncharacterized
g2775.Adom	CYP3
g2802.Adom	Uncharacterized
g2892.Adom	CYP3
g287.Adom	CYP2
g163.Adom	CYP2
g2923.Adom	CYP4
g2937.Adom	CYP4
g3234.Adom	CYP4
g3260.Adom	CYP4
g3482.Adom	Uncharacterized
g332.Adom	CYP3
g368.Adom	CYP3
g374.Adom	CYP3
g6033.Adom	CYPM
g391.Adom	CYP3
g1742.Adom	CYP3
g4211.Adom	Uncharacterized
g395.Adom	CYP3
g407.Adom	CYP3
g439.Adom	Uncharacterized
g4364.Adom	Uncharacterized
g4367.Adom	CYP3
g4379.Adom	CYP3
g4413.Adom	CYP3
g4447.Adom	Uncharacterized
g469.Adom	CYP3
g184.Adom	CYP3
g4513.Adom	CYP3
g4599.Adom	CYP3
g4637.Adom	Uncharacterized
g4728.Adom	CYP3
g5096.Adom	CYP3
g490.Adom	CYP3
g493.Adom	CYP2
g4.Adom	CYP3
g545.Adom	CYP3
g5481.Adom	Uncharacterized
g1760.Adom	CYP3
g5738.Adom	CYP4
g5842.Adom	CYP4
g5843.Adom	CYP3
g5845.Adom	CYP3
g5848.Adom	CYP4
g5886.Adom	Uncharacterized
g5910.Adom	CYP4
g5939.Adom	CYP4
g6002.Adom	CYP4
g1790.Adom	CYP3
g6028.Adom	CYP4
g6100.Adom	CYPM
g6120.Adom	CYP4
g6124.Adom	CYP4
g6142.Adom	Uncharacterized
g6181.Adom	CYP4
g6196.Adom	CYPM
g6234.Adom	CYPM
g6512.Adom	Uncharacterized
g6610.Adom	CYPM
g1810.Adom	CYP3
g6614.Adom	CYP3
g6633.Adom	CYPM
g6649.Adom	CYP3
g6710.Adom	CYP3
g75.Adom	CYP3
g33.Amar	CYP4
g41.Amar	CYP4
g50.Amar	CYP3
g102.Apis	CYP2
g403.Apis	CYP4
g407.Apis	CYP3
g60.Apis	CYP3
g475.Apis	CYP2
g492.Apis	CYP3
g503.Apis	CYP3
g669.Apis	CYP4
g706.Apis	Uncharacterized
g746.Apis	CYP4
g750.Apis	CYP2
g114.Apis	CYP3
g75.Apis	CYPM
g79.Apis	CYP2
g126.Apis	CYP3
g3.Apis	CYP3
g138.Apis	CYP3
g273.Apis	Uncharacterized
g356.Apis	CYP3
g387.Apis	CYP4
g399.Apis	CYP4
g952.Bput	Uncharacterized
g1462.Bput	CYP3
g1684.Bput	CYP3
g1867.Bput	CYP3
g1917.Bput	Uncharacterized
g1988.Bput	CYP4
g2273.Bput	CYP3
g267.Bput	Uncharacterized
g2395.Bput	CYP3
g2407.Bput	CYP4
g1020.Bput	CYP4
g2452.Bput	CYPM
g2504.Bput	CYP2
g2560.Bput	CYP4
g2575.Bput	CYP4
g2577.Bput	CYP3
g2629.Bput	CYP4
g2662.Bput	Uncharacterized
g4686.Bput	CYP2
g2672.Bput	CYP3
g2680.Bput	CYP3
g1025.Bput	CYP3
g2705.Bput	CYP4
g2824.Bput	CYP4
g288.Bput	CYP3
g2889.Bput	CYP2
g2926.Bput	CYP4
g2959.Bput	CYP4
g2978.Bput	CYP2
g297.Bput	CYP4
g5104.Bput	Uncharacterized
g347.Bput	CYPM
g1032.Bput	CYP3
g3185.Bput	Uncharacterized
g3274.Bput	CYP3
g3278.Bput	CYPM
g3356.Bput	CYP4
